259903,1,数据库的英文是（）,<p>A、DataBase</p><p>B、DataLibrary</p><p>C、Library</p><p>D、Base</p>,4,A,,13431,1
260290,1,"要查询XSH数据库CP表中产品含有""冰箱""的产品情况,可用()命令","<p>A、SELECT*FROMCPWHERE产品名称LIKE\'冰箱\'</p><p>B、SELECT*FROMXSHWHERE产品名称LIKE\'冰箱\'</p><p>C、SELECT*FROMCPWHERE产品名称LIKE\'%冰箱%\'</p>",4,C,,13466,3
260291,2,以下属于日常生活中数据库应用系统是(),<p>A、银行业务系统</p><p>B、超市销售系统</p><p>C、大厦监控系统</p><p>D、教学管理系统</p>,4,ABD,,13466,1
260292,2,"在SELECT语句的一般格式中,以下()部分是可选的",<p>A、FROM子句</p><p>B、ORDERBY子句</p><p>C、WHERE子句</p><p>D、GROUPBY子句</p>,4,BCD,,13466,1
260293,2,下面语句中，表示过滤条件是vend_id=1002或者vend_id=1003的是();,"<p>A、select*fromproductswherevend_id=1002orvend_id=1003</p><p>B、select*fromproductswherevend_idin(1002,1003);</p><p>C、select*fromproductswherevend_idnotin(1004,1005);</p><p>D、select*fromproductswherevend_id=1002andvend_id=1003</p>",4,AB,,13466,2
260294,2,下列哪些列类型是数值型的数据,<p>A、DOUBLE</p><p>B、INT</p><p>C、SET</p><p>D、FLOAT</p>,4,ABD,,13466,3
260295,1,若要在基本表S中增加一列CN（课程名），可用(),<p>A、ADDTABLESALTER（CNCHAR（８））</p><p>B、ALTERTABLESADD（CNCHAR（８））</p><p>C、ADDTABLES（CNCHAR（８））</p><p>D、ALTERTABLES（ADDCNCHAR（８））</p>,4,B,,13467,1
260296,1,查询所有学生的姓名和成绩,"<p>A、selectstudent.name,student.score;</p><p>B、selectstudent.name,student.scorefromstudent;</p><p>C、select*fomstudent;</p><p>D、selectstudent.scorefromstudent;</p>",4,B,,13467,1
260297,1,查询表所有年龄在20岁以下的学生姓名及其年龄。,"<p>A、SELECTsname,sageFROMstudentWHEREsage<20;</p><p>B、SELECTsname,sageFROMstudentWHEREsage>20;</p><p>C、SELECT*FROMstudentWHEREsage<20;</p><p>D、SELECTsname,sageFROMstudentWHEREsage<10;</p>",4,A,,13467,2
260298,1,查询学生表中所有姓名等于张三的,"<p>A、select*fromstudentname=""zhangsan"";</p><p>B、selectnamefromstudentwherename=""zhangsan"";</p><p>C、select*fromstudentwherename=""zhangsan"";</p><p>D、select*studentname=""zhangsan""</p>",4,C,,13467,3
260299,2,<p>下列语句中错误的是（）</p>,"<p>A、select * from orders where ordername is not null;</p>

<p>B、select * from orders where ordername &lt;&gt; null;</p>

<p>C、select * from orders where ordername is null;</p>

<p>D、select * from orders where ordername not is null;</p>",4,AD,,13467,1
260300,2,关于select语句说法正确的是（）,"<p>A、select（name）fromtableperson;</p><p>B、select（name）frompersonwhereage=12orname=""aa"";</p><p>C、select（name）frompersonwhereage=12;</p><p>D、select（name,age）frompersonwherename=""aa""andage=12;</p>",4,BCD,,13467,1
260301,2,关于deletetruncatetable的说法正确是（）,<p>A、两者都可以删除指定条目的记录</p><p>B、前者可以删除指定条目的记录，后者不能</p><p>C、两者都返回被删除记录数目</p><p>D、前者返回被删除记录数目，后者不能返回</p>,4,BD,,13467,2
260302,2,关于主键下列说法正确的是（）,<p>A、可以一个表中的字段</p><p>B、是确定数据库中的表记录的唯一标识字段</p><p>C、该字段不能为空也不可以重复</p><p>D、可以是表中的多个字段组成</p>,4,ABCD,,13467,3
260303,1,要查询XSH数据库CP表中产品名含有“冰箱”的产品情况，可用()命令。,"<p>A、select*fromcpwherenamelike\'冰箱\'</p><p>B、select*fromdhwherenamelike\'冰箱\'</p><p>C、select*fromcpwherenamelike\'%冰箱%\'</p><p>D、select*fromcpwherename=‘冰箱\'</p>",4,C,,13468,1
260304,1,在使用like的时候需要与下列哪个符号搭配使用。,<p>A、，</p><p>B、%</p><p>C、*</p><p>D、&</p>,4,B,,13468,1
260305,1,下列查询语句正确的是：,"<p>A、select*frombookwhereidlike\'1\';</p><p>B、select*fromdlwhereidbetween2and5;</p><p>C、select*frommhlike\'%l%\';</p><p>D、select*fromohwhereid=1,name=lucy;</p>",4,B,,13468,2
260306,1,<p>下列说法错误的是：</p>,"<p>A、like查询是模糊查询</p>

<p>B、like是模糊查询关键字</p>

<p>C、不同的数据库对between...and操作符的处理方式是没有差异的</p>

<p>D、like操作符用于在where子句中搜索列中的指定模式</p>",4,C,,13468,3
260307,2,下列属于数据库中条件查询的关键字的是：,<p>A、and</p><p>B、if</p><p>C、like</p><p>D、between.....and</p>,4,ACD,,13468,1
260308,2,下列查询语句错误的是：,"<p>A、select*frombookwhereidlike\'1\';</p><p>B、select*fromdlwhereidbetween2and5;</p><p>C、select*frommhlike\'%l%\';</p><p>D、select*fromohwhereid=1andname=lucy;</p>",4,AC,,13468,1
260309,2,以下哪些运算符能设置值范围是连接区间的逻辑条件：,<p>A、and运算符</p><p>B、>运算符</p><p>C、=运算符</p><p>D、between.....and运算符</p>,4,AD,,13468,2
260310,2,下列关于betweenandlike的说法正确的是：,<p>A、like查询是模糊查询</p><p>B、这三个都是条件查询关键字</p><p>C、不同的数据库对between...and操作符的处理方式是有差异的</p><p>D、like操作符用于在where子句中搜索列中的指定模式</p>,4,ABCD,,13468,3
260311,1,分组查询的关键词语句正确的是？,<p>A、create</p><p>B、show</p><p>C、GROUPBY</p><p>D、ALTER</p>,4,C,,13469,1
260312,1,查询所有员工的最低工资语句正确的是?,<p>A、SELECTMIN(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、ALTERMIN(sal)FROMemp</p><p>D、CREATEMIN(sal)FROMemp</p>,4,A,,13469,1
260313,1,查询所有员工的最高工资语句正确的是？,<p>A、SELECTMIN(sal)FROMemp</p><p>B、SELECTMAX(sal)FROMemp</p><p>C、CREATEMIN(sal)FROMemp</p><p>D、ALTERMIN(sal)FROMemp</p>,4,B,,13469,2
260314,1,查询所有员工的平均工资语句正确的是？,<p>A、SELECTMAX(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、SELECTAVG(sal)FROMemp</p><p>D、CREATETABLEsal（）</p>,4,C,,13469,3
260315,2,分组查询的关键词错误的是？,<p>A、create</p><p>B、show</p><p>C、GROUPBY</p><p>D、ALTER</p>,4,ABD,,13469,1
260316,2,查询所有员工的最低工资语句错误的是?,<p>A、SELECTMIN(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、ALTERMIN(sal)FROMemp</p><p>D、CREATEMIN(sal)FROMemp</p>,4,BCD,,13469,1
260317,2,查询所有员工的平均工资语句错误的是？,<p>A、SELECTMAX(sal)FROMemp</p><p>B、updataMIN(sal)FROMemp</p><p>C、SELECTAVG(sal)FROMemp</p><p>D、CREATETABLEsal（）</p>,4,ABD,,13469,2
260318,2,查询部门20的总工资错误的都有？,<p>A、SELECTSUM(sal)FROMempWHEREdeptno=20</p><p>B、SELECTMAX(sal)FROMempWHEREdeptno=20</p><p>C、SELECTMIN(sal)FROMempWHEREdeptno=20</p><p>D、SELECTAVG(sal)FROMempWHEREdeptno=20</p>,4,BCD,,13469,3
260319,1,内连接中使用的关键字通过什么来设置条件表达式,<p>A、in</p><p>B、on</p><p>C、to</p><p>D、into</p>,4,B,,13470,1
260320,1,实现内连接的关键字是,<p>A、innerjoin</p><p>B、crossjoin</p><p>C、join</p><p>D、leftjoin</p>,4,A,,13470,1
260321,1,下列关于内连接的条件哪些是必须的,<p>A、连接时表的相同列必须列值也相同</p><p>B、连接时表的相同列不必有相同值</p><p>C、连接时表必须有相同的列</p><p>D、在连接时相同列的列值可以相同，也可以不同</p>,4,C,,13470,2
260322,1,关于内连接查询的说法正确的是,<p>A、内连接查询不能查询出指定字段取值相同的记录</p><p>B、内连接查询只查询出指定字段取值相同的记录</p><p>C、内连接查询不但查询指定字段取值相同的记录，而且查询字段不同的取值记录</p><p>D、内连接查询只能查询一张表的内容</p>,4,B,,13470,3
260323,2,以下哪项用于外连接(??????)?,<p>A、SOME</p><p>B、FULLJOIN</p><p>C、LEFTJOIN</p><p>D、RIGHTJOIN</p>,4,BCD,,13470,1
260324,2,"<p>下列(&nbsp; &nbsp; )属于连接种类</p>","<p>A、左外连接</p>

<p>B、内连接</p>

<p>C、中间连接</p>

<p>D、交叉连接</p>",4,ABD,,13470,1
260325,2,"<p>下列(&nbsp; )属于外连接种类</p>","<p>A、左外连接</p>

<p>B、内外连接</p>

<p>C、右外链接</p>

<p>D、交叉连接</p>",4,AC,,13470,2
260326,2,关于外连接，以下说法正确的（）,<p>A、外连接有一主一次</p><p>B、MYSQL中支持全外链接</p><p>C、LEFTOUTERJOIN是左外链接查询语句</p><p>D、RIGHTOUTERJOIN是左外链接查询语句</p>,4,AC,,13470,3
260327,1,以下函数求两表数据补集的是,<p>A、MAX</p><p>B、SUM</p><p>C、ANY</p><p>D、AVG</p>,4,C,,13471,1
260328,1,查找两表补集用以下哪一项,<p>A、FIND</p><p>B、SOME</p><p>C、ALTER</p><p>D、AVG</p>,4,B,,13471,1
260329,1,在SQL语言中，子查询是（?）,<p>A、选取单表中字段子集的查询语句</p><p>B、选取多表中字段子集的查询语句</p><p>C、返回单表中数据子集的查询语言</p><p>D、嵌入到另一个查询语句之中的查询语句</p>,4,D,,13471,2
260330,1,以下函数求两表数据并集的是,<p>A、ALL</p><p>B、SUM</p><p>C、ALTER</p><p>D、AVG</p>,4,A,,13471,3
260331,2,exists关键字查询返回结果是（）,<p>A、true</p><p>B、null</p><p>C、false</p><p>D、0</p>,4,AC,,13471,1
260332,2,下列是mysql比较运算符的是,<p>A、！=</p><p>B、<></p><p>C、==</p><p>D、>=</p>,4,DBA,,13471,1
260333,2,关于ESISTS子查询，以下说法中错误的是,<p>A、使用EXISTS关键字引入子查询的作用就相当于进行存在测试</p><p>B、子查询实际上不产生任何数据，它只返回true或false</p><p>C、由EXISTS引入的子查询的字段列表要列出列名</p><p>D、存在notEXISTS关键字</p>,4,CD,,13471,2
260334,2,关于比较运算符子查询，下列说法正确的是？,<p>A、子查询返回的记录条数不能超过1条;</p><p>B、子查询返回的记录列数不能超过1列</p><p>C、子查询返回的记录条数不限</p><p>D、子查询返回的记录列数不限</p>,4,AB,,13471,3
260335,1,1.取别名的关键字是？（）,<p>A、ss</p><p>B、aa</p><p>C、as</p><p>D、sa</p>,4,C,,13472,1
260336,1,2.下列说法正确的是？（）,"<p>A、别名可以不用as关键字,在字段后增加空格也可以实现别名</p><p>B、别名必须用as关键字</p><p>C、只能给表取别名</p><p>D、只能给列取别名</p>",4,A,,13472,1
260337,1,3.下列sql语句不正确的是？（）,"<p>A、select*fromstudenasswhereu.id=15</p><p>B、select*fromteacherastwheret.name=‘张三’</p><p>C、updatestudentsetnameasn=\'张三\'wheren=\'李四\'</p><p>D、updatestudentsetnameasn=\'张三\',idasi=\'1001\'wheren=\'李四\'</p>",4,A,,13472,2
260338,1,4.下列sql语句正确的是？(),"<p>A、select*fromstudenasswhereu.id=15</p><p>B、select*fromteacherastwheret.name=‘张三’</p><p>C、updatestudentsetnameasn=\'张三\'whereas=\'李四\'</p><p>D、updatestudentsetnameasn=\'张三\',id=\'1001\'wheres=\'李四\'</p>",4,B,,13472,3
260339,2,在MySQL中，为字段取别名的语法包含（）,<p>A、列名</p><p>B、AS</p><p>C、列别名</p><p>D、数据库名</p>,4,ABC,,13472,1
260340,2,在MySQL中，为字段取别名的语法不包含（）,<p>A、列名</p><p>B、字符集</p><p>C、列别名</p><p>D、数据库名</p>,4,AC,,13472,1
260341,2,在MySQL中，为字段取别名的语法必须参数包含（）,<p>A、列名</p><p>B、AS</p><p>C、列别名</p><p>D、数据库名</p>,4,AC,,13472,2
260342,2,在MySQL中，能为（）函数的结果起别名（）,<p>A、COUNT()</p><p>B、MIN()</p><p>C、MAX</p><p>D、COUNT()</p>,4,ABCD,,13472,3
260343,1,向数据表中插入一条记录用以下哪一项(),<p>A、CREATE</p><p>B、INSERT</p><p>C、SAVE</p><p>D、UPDATEA</p>,4,B,,13473,1
260344,1,以下插入记录正确的(),"<p>A、insertintoemp(ename,hiredate,sal)values(value1,value2,value3)</p><p>B、insertintoemp(ename,sal)values(value1,value2,value3)</p><p>C、insertintoemp(ename)values(value1,value2,value3)</p><p>D、insertintoemp(ename,hiredate,sal)values(value1,value2)</p>",4,A,,13473,1
260345,1,以下哪一种指令无法增加记录,<p>A、INSERTINTO…VALUES…</p><p>B、INSERTINTO…SELECT…</p><p>C、INSERTINTO…SET…</p><p>D、INSERTINTO…UPDATE…</p>,4,D,,13473,2
260346,1,关于Insert语句描述正确的是______。,<p>A、可以向表中插入若干条记录</p><p>B、在表中任何位置插入一条记录</p><p>C、在表尾插入一条记录</p><p>D、在表头插入一条记录</p>,4,C,,13473,3
260347,2,触发器是响应以下任意语句而自动执行的一条或一组MYSQL语句(),<p>A、UPDATE</p><p>B、INSERT</p><p>C、SELECT</p><p>D、DELETE</p>,4,BAD,,13473,1
260348,2,关于insert语句下列说法正确的是(),"<p>A、insertinto表名values(字段名1对应的值)</p><p>B、insertinto表名values(字段名1对应的值,字段名2对应值)</p><p>C、insertinto表名(字段名1)value(字段名1对应的值)</p><p>D、insertinto表名(字段名1,字段名2)values(字段名1对应的值,字段名2对应值)</p>",4,BD,,13473,1
260349,2,"对某个数据库使用记录单,可以进行的记录操作有()",<p>A、删除</p><p>B、新建</p><p>C、还原</p><p>D、插入</p>,4,BAC,,13473,2
260350,2,下列插入数据方法错误的是,<p>A、INSERT</p><p>B、SELECT</p><p>C、UPDATE</p><p>D、DESC</p>,4,BCD,,13473,3
260351,1,修改表记录的语句关键字是（）？,<p>A、delete</p><p>B、update</p><p>C、insert</p><p>D、select</p>,4,B,,13474,1
260352,1,更新数据表中的记录用一下哪一项（）？,<p>A、delete</p><p>B、update</p><p>C、insert</p><p>D、select</p>,4,B,,13474,1
260353,1,以下哪项不属于DML操作（）？,<p>A、insert</p><p>B、update</p><p>C、delete</p><p>D、create</p>,4,D,,13474,2
260354,1,以下哪项用来排序（）？,<p>A、orderedby</p><p>B、orderby</p><p>C、groupby</p><p>D、groupedby</p>,4,B,,13474,3
260355,2,下面关于使用UPDATE语句，正确的是()?,<p>A、被定义为NOTNULL的列不可以被更新为NULL</p><p>B、不能在-一个子查询中更新一个表，同时从同-一个表中选择</p><p>C、不能把ORDERBY或LIMIT与多表语法的UPDATE语句同时使用</p><p>D、如果把一列设置为其当前含有的值，则该列不会更新</p>,4,BCD,,13474,1
260356,2,视图一般不用于下列哪些语句()?,<p>A、DELETE</p><p>B、SELECT</p><p>C、INSERT</p><p>D、UPDATE</p>,4,ACD,,13474,1
260357,2,以下说法正确的是(),<p>A、一个服务器只能有一个数据库</p><p>B、一个服务器可以有多个数据库</p><p>C、一个数据库只能建立一张数据表</p><p>D、一个数据库可以建立多张数据表</p>,4,BD,,13474,2
260358,2,下列哪些列类型是数值型的数据()?,<p>A、DOUBLE</p><p>B、INT</p><p>C、SET</p><p>D、FLOAT</p>,4,ABD,,13474,3
260359,1,数据库删除数据有几种方法(),<p>A、3种</p><p>B、1种</p><p>C、2种</p><p>B、4种</p>,4,C,,13475,1
260360,1,数据库使用delete语句删除student整张表中的数据(),<p>A、deletefromdrop</p><p>B、deletetable</p><p>C、deletefromstudent</p><p>D、deletetablestudent</p>,4,C,,13475,1
260361,1,删除user表中id不等于1的所有数据(),"<p>A、selectfromuser</p><p>B、deletedeletefromuserid=\'1\'</p><p>C、deletefromuserid!=\'1\'</p><p>D、deletefromid!=\'1\'</p>",4,C,,13475,2
260362,1,Mysql数据库中清空数据的语法是(),<p>A、select</p><p>B、delete</p><p>C、drop</p><p>D、insert</p>,4,B,,13475,3
260363,2,用来删除、添加和修改数据库中数据的语句(),<p>A、delete</p><p>B、select</p><p>C、update</p><p>D、insert</p>,4,ACD,,13475,1
260364,2,对某个数据库使用记录单，可以进行的记录操作有(),<p>A、新建</p><p>B、删除</p><p>C、还原</p><p>D、插入</p>,4,ABC,,13475,1
260365,2,deletefromA语句的作用不包括(),<p>A、删除数据库所有数据</p><p>B、删除数据库中A表内的所有行</p><p>C、删除一个表</p><p>D、删除A表中一行数据</p>,4,ACD,,13475,2
260366,2,下列关于delete的说法正确的是(),<p>A、可以删除表中的所有行数据</p><p>B、不能删除表</p><p>C、能删除表</p><p>D、可以删除单行数据</p>,4,ABD,,13475,3
260367,1,任何数据库都需要备份，备份数据是_______数据库必不可少的操作。,<p>A、维修</p><p>B、保护</p><p>C、维护</p><p>D、复制</p>,4,C,,13476,1
260368,1,事务是保证数据一致性的基本手段，事务处理技术主要包括_______。,<p>A、数据库备份技术</p><p>B、数据库恢复技术</p><p>C、数据库安全技术</p><p>D、数据库复制技术</p>,4,B,,13476,1
260369,1,下列说法正确的是________。,<p>A、deletefrom语句只能整表删除</p><p>B、deletefrom表示备份表中数据</p><p>C、deletefrom语句可以添加where条件</p><p>D、deletefrom可以复制表中数据</p>,4,C,,13476,2
260370,1,数据库的主要作用就是对数据进行保存和维护，所以_______是数据库管理中最常用的操作。,</p><p>A、备份数据</p><p>B、查询数据</p><p>C、复制数据</p><p>D、保护数据</p>,4,A,,13476,3
260371,2,如果数据库通过复制数据库文件_______，可以直接_______备份的文件到MySQL数据目录下实现恢复。,<p>A、备份</p><p>B、保存</p><p>C、移动</p><p>D、复制</p>,4,AD,,13476,1
260372,2,<p>通过直接复制到数据库目录的方式恢复数据前要关闭MySQL服务，将备份的（）覆盖MySQL的data目录后，再启动MySQL服务。</p>,"<p>A、文件</p>

<p>B、目录</p>

<p>C、数据</p>

<p>D、语句</p>",4,AB,,13476,1
260373,2,使用mysqldump命令备份数据库时，如果没有指定_______参数，备份的是数据库中所有的_______，而不包括数据库的创建语句。,<p>A、--databases</p><p>B、--database</p><p>C、数据库</p><p>D、表</p>,4,AD,,13476,2
260374,2,如果在使用mysqldump命令备份数据库时，没有指定--databases参数，那在数据恢复之前需要_______数据库，并使用_______语句选择该数据库才可以恢复。,<p>A、删除</p><p>B、创建</p><p>C、use</p><p>D、copy</p>,4,BC,,13476,3
260375,1,在MySQL中，可以使用SELECTI...INTOOUTFILE语句将表的内容导出成一个______文件。,<p>A、文本</p><p>B、html</p><p>C、jsp</p><p>D、java</p>,4,A,,13477,1
260376,1,导出是指将MySQL数据表的数据_______到文本文件。,<p>A、查询</p><p>B、复制</p><p>C、修改</p><p>D、移动</p>,4,B,,13477,1
260377,1,"在导出语句中：FIELDSTERMINATEDBY\'、’表示_______。",<p>A、表示数据库之间用、分隔</p><p>B、表示数据之间用、分隔</p><p>C、表示表之间用、分隔</p><p>D、表示字段之间用、分隔</p>,4,D,,13477,2
260378,1,"在导出语句中：LINESSTARTINGBY\'\\-\'表示_______。",<p>A、每行以-开头</p><p>B、每条数据以-开头</p><p>C、每个表以-开头</p><p>D、每个数据库以-开头</p>,4,A,,13477,3
260379,2,使用mysqlimport语句需要指定_________。,<p>A、所需的选项</p><p>B、导入的数据库名称</p><p>C、导入的数据文件的路径</p><p>D、导入的数据文件的名称</p>,4,ABCD,,13477,1
260380,2,导入文件的常用两种方式是________。,<p>A、LOADDATAFILE子句</p><p>B、import命令</p><p>C、LOADDATAINFILE子句</p><p>D、mysqlimport命令</p>,4,CD,,13477,1
260381,2,MySQL提供了一些导入数据的工具，包括________。,<p>A、LOADDATA语句</p><p>B、source命令</p><p>C、MySQL命令</p><p>D、MySQLdump命令</p>,4,ABC,,13477,2
260382,2,有时会需要将外部存储文件导入到MySQL数据库中这类文件包括________文件、________文件或者_______文件。,<p>A、sql</p><p>B、xml</p><p>C、html</p><p>D、jsp</p>,4,ABC,,13477,3
